"page";"query";"clicks";"impressions";"ctr";"position"
"https://www.manageengine.com/products/eventlog/web-server-attack-prevention.html";"web server attack";5;185;0,027027027027027;5,87027027027027
"https://www.manageengine.com/products/eventlog/webinars/log-management-best-practices-for-siem.html";"siem logging best practices";5;553;0,00904159132007233;9,65099457504521
"https://www.manageengine.com/products/eventlog/white-papers.html";"siem white paper";5;111;0,045045045045045;2,77477477477477
"https://www.manageengine.com/products/eventlog/windows-event-log-management.html";"event log management";11;2176;0,00505514705882353;1,45726102941176
"https://www.manageengine.com/products/eventlog/windows-event-log-management.html";"eventlog";8;1365;0,00586080586080586;7,9010989010989
"https://www.manageengine.com/products/eventlog/windows-event-log-management.html";"windows event log management";5;1005;0,00497512437810945;2,70746268656716
"https://www.manageengine.com/products/eventlog/windows-event-log-management.html";"windows event log analyzer";4;260;0,0153846153846154;1,68846153846154
"https://www.manageengine.com/products/eventlog/windows-event-log-management.html";"windows log management";4;929;0,00430570505920344;4,68460710441335
"https://www.manageengine.com/products/eventlog/windows-event-log-monitoring.html";"monitor windows event logs";9;186;0,0483870967741935;4,02150537634409
"https://www.manageengine.com/products/eventlog/windows-event-log-monitoring.html";"event log monitoring";8;1493;0,00535833891493637;3,91091761553918
"https://www.manageengine.com/products/eventlog/windows-event-log-monitoring.html";"windows event log monitoring";6;897;0,00668896321070234;3,07692307692308
"https://www.manageengine.com/products/eventlog/windows-event-log-monitoring.html";"windows event monitoring";6;130;0,0461538461538462;4,26923076923077
"https://www.manageengine.com/products/eventlog/windows-event-log-monitoring.html";"windows log monitoring";6;367;0,0163487738419619;2,08446866485014
"https://www.manageengine.com/products/eventlog/windows-event-log-monitoring.html";"server event log monitoring";5;201;0,0248756218905473;3,78109452736318
"https://www.manageengine.com/products/eventlog/windows-event-log-monitoring.html";"windows event log monitoring free";5;165;0,0303030303030303;6,70909090909091
"https://www.manageengine.com/products/eventlog/windows-event-log-monitoring.html";"event viewer monitoring tool";4;47;0,0851063829787234;2,59574468085106
"https://www.manageengine.com/products/eventlog/windows-event-log-monitoring.html";"event log monitor";3;400;0,0075;3,2625
"https://www.manageengine.com/products/eventlog/windows-event-log-monitoring.html";"event viewer monitoring";3;64;0,046875;3,890625
"https://www.manageengine.com/products/eventlog/windows-event-log-monitoring.html";"log monitoring windows";3;117;0,0256410256410256;2,11111111111111
"https://www.manageengine.com/products/eventlog/windows-event-log-monitoring.html";"windows event log monitor";3;183;0,0163934426229508;2,79234972677596
